created_at,tweet
Wed Feb 08 20:48:26 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:25 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:24 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:23 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:23 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:22 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:22 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:19 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:14 +0000 2023,"pra perder pênalti contra o brasil na copa o modric n serve né, desgraçado"
Wed Feb 08 20:48:11 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:09 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:08 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:07 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:05 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:04 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:02 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:01 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:48:00 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:59 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:57 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:57 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:56 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:56 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:52 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:52 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:49 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:48 +0000 2023,@defantediogo @eudanlessa A dancinha que zikou o Brasil na copa kkkk
Wed Feb 08 20:47:46 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:45 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:44 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:44 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:44 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:43 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:39 +0000 2023,RT @realmilgrauu: Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:32 +0000 2023,Modric o pênalti que era pra vc perder foi no dia 6 de dezembro contra o Brasil na copa do mundo!
Wed Feb 08 20:47:21 +0000 2023,pq o Modric não bateu assim contra o Brasil na Copa hein
Wed Feb 08 20:47:14 +0000 2023,O goleiro do Al Ahly é melhor q o do Brasil na copa
Wed Feb 08 20:47:09 +0000 2023,modric ta pagando por ter eliminado o brasil na copa
Wed Feb 08 20:47:00 +0000 2023,contra o brasil na copa ele não perdeu o pênalti né?
Wed Feb 08 20:46:26 +0000 2023,O Modric tinha que ter perdido o penalti contra o Brasil na copa e nao agora no Mundial po kkkkk vtnccc
Wed Feb 08 20:46:25 +0000 2023,"esse Modric contra o Brasil na copa não perdeu pênalti, bonito…."
Wed Feb 08 20:46:19 +0000 2023,"Legal hein modric, o pênalti que era pra vc perder era contra o Brasil na copa do mundo, não esse"
Wed Feb 08 20:46:16 +0000 2023,KKKKKKKKK Modric podia ter perdido esse lá conta o Brasil na copa do mundo também
Wed Feb 08 20:46:07 +0000 2023,ISSO FOI PELO QUE A CROACIA FEZ COM O BRASIL NA COPA MODRIC
Wed Feb 08 20:45:56 +0000 2023,porra Modric batesse assim contra o Brasil na copa então
Wed Feb 08 19:56:36 +0000 2023,Banho de chuva pós treino só não é melhor que dançar na chuva com a Bel pós eliminação do Brasil na copa
Wed Feb 08 19:54:28 +0000 2023,"@brunoformiga Por vcs tratam a final Santos x Barcelona, como vexame e Barcelona era metade de uma seleção campeã d… https://t.co/JxwPwB1P60"
Wed Feb 08 19:50:25 +0000 2023,"RT @portalzacarias: DEU NO 'PORTAL DO ZACARIAS’

SIGA NOSSO INSTAGRAM @portalzacariasoficial

Papu Gómez revela comemoração da Argentina ap…"
Wed Feb 08 19:40:05 +0000 2023,Imagine o tamanho do vexame de BolsoPerez se ORDG recebesse de um jogo do Brasil na Copa??????? https://t.co/z4qcf4Vnon
Wed Feb 08 19:34:37 +0000 2023,O Flamengo perdeu por já pensar que já ganhou! Igual ao Brasil na copa. SE FERROU!!
Wed Feb 08 19:14:00 +0000 2023,Não é falando nada não mas já falando o futebol desses times da Arábia talvez esteja evoluindo e ultrapassando o fu… https://t.co/qrP5K9XvFR
Wed Feb 08 19:10:09 +0000 2023,"RT @danilolavieri: Conmebol convida Ronaldo e grupo do penta, mas só argentinos foram em homenagem a Pelé no Qatar
 https://t.co/9tTGxI33Fa…"
Wed Feb 08 19:00:55 +0000 2023,"DEU NO 'PORTAL DO ZACARIAS’

SIGA NOSSO INSTAGRAM @portalzacariasoficial

Papu Gómez revela comemoração da Argentin… https://t.co/4zlkTKja6r"
Wed Feb 08 18:56:57 +0000 2023,@TVQuase O Brasil na copa 🥲
Wed Feb 08 18:51:44 +0000 2023,A Ana Thaís Matos disse que o Rodrygo saiu gigante da copa do mundo 2022… sério
Wed Feb 08 18:51:38 +0000 2023,"RT @bankressuscita: 🚨AGORA: Depois da desclassificação do Brasil na copa do mundo, Pabllo Vittar é anunciada como nova técnica da seleção b…"
Wed Feb 08 18:32:05 +0000 2023,"Desde a saída de Tite, após a eliminação do Brasil na Copa, a seleção está sem treinador https://t.co/WLjPvNV6IL"
Wed Feb 08 18:29:02 +0000 2023,"@JEFF19102051 @RodrigoDrummon1 @venecasagrande Esse time da Arábia como vc fala, tem 8 jogadores de uma seleção que… https://t.co/rTSqHbqWmI"
Wed Feb 08 18:00:55 +0000 2023,Meia argentino revela festa por eliminação do Brasil na Copa: 'É nosso' https://t.co/5TTcDFcfaN
Wed Feb 08 17:38:47 +0000 2023,@larissanao_ brasil na copa
Wed Feb 08 17:22:22 +0000 2023,"@Canelada_FC Sabe quem era o atacantes do 7x1??Bernardo e Fred, adivinha onde jogavam?? Sabe quem era o centro avan… https://t.co/uvddlwrva6"
Wed Feb 08 17:22:00 +0000 2023,"Uma onda midiática danada, um oba-oba forjando favoritismo, uma deslavada imparcialidade jornalística, um show de a… https://t.co/1IRprLnPgz"
Wed Feb 08 17:13:56 +0000 2023,"@fslbfernando Quanto tempo aonde? No Brasil?

Na Copa do Mundo houve amarelo por simulação...

Obrigado pelo elogio."
Wed Feb 08 17:09:34 +0000 2023,"@geglobo Qual a relação entre clubes e Seleções? Pela análise, já que o melhor futebol é o inglês, a seleção da Ing… https://t.co/hPrUwteCB4"
Wed Feb 08 17:07:21 +0000 2023,@saviosecco @brunovicari @SportsCenterBR @ESPNBrasil @StarPlusCentral Até porque todos os árbitros brasileiros estã… https://t.co/4HE8jGpP39
Wed Feb 08 17:06:32 +0000 2023,"Comparar seleção com clube tbm não existe, cenarios completamente diferentes. A atual campeã do mundo é sulamerican… https://t.co/UJAYSEQhnv"
Wed Feb 08 17:05:19 +0000 2023,@t1agors @geglobo 7 jogos da copa do mundo. E sim é suficiente
Wed Feb 08 17:05:07 +0000 2023,(Placar) #Aprizion &gt; Papu Gómez revela festa argentina com eliminação do Brasil na Copa do Mundo… https://t.co/YbSERImZ55
Wed Feb 08 16:51:10 +0000 2023,"Papu Gómez revela festa argentina com eliminação do Brasil na Copa do Mundo
https://t.co/Ou9d3XLerk https://t.co/r38i4gSfXk"
Wed Feb 08 16:49:59 +0000 2023,"@riverrunn @JamilChade @acabraquele Po  pelo amor de Deus, futebol nao se resume a isso, a Argentina tem menos prot… https://t.co/0XB5pVQmgr"
Wed Feb 08 16:41:16 +0000 2023,"@andrizek Nível de quem? Pq a Argentina foi campeã do mundo. Vc tá misturando seleções com clubes, futebol local co… https://t.co/Ug34f5krjR"
Wed Feb 08 16:14:14 +0000 2023,"""craque"" neto misturando o assunto flamengo com a eliminação do Brasil na copa e manda:o neymar pipocou de bater o… https://t.co/l9kbc57cPA"
Wed Feb 08 16:10:06 +0000 2023,"(Terra Esportes) #Aprizion &gt; Gómez também relata que, desde o início da competição, todos os atletas estavam confia… https://t.co/t4ATOVSgZh"
Wed Feb 08 15:59:43 +0000 2023,"Era não apenas a aposta do ano, mas uma das apostas da década o over no lebron james, que trágico não ter bank. Ago… https://t.co/LpaNWnblmZ"
Wed Feb 08 15:53:45 +0000 2023,@gremio20211 @OficialSala12 O Alex jogava no Brasileirão que teve 13 jogadores na seleção campea do mundo em 2002 m… https://t.co/1wxLdLzr33
Wed Feb 08 15:52:22 +0000 2023,"@levid0rea @luccas2001_ @GusttaFla @TNTSportsBR Vc com certeza tem problemas mentais, a fifa também reconheceu o to… https://t.co/tvtbgBHky0"
Wed Feb 08 15:46:18 +0000 2023,"Gómez também relata que, desde o início da competição, todos os atletas estavam confiantes na conquista da Copa do… https://t.co/m3n7dCLXd5"
Wed Feb 08 15:44:04 +0000 2023,"@carteronce Ele ter ganhado o AOTY pra mim desperta o mesmo sentimento da derrota do Brasil na copa 2022. TRISTEZA,… https://t.co/4B7WBt4keQ"
Wed Feb 08 15:40:41 +0000 2023,se Deus quiser o árbitro que vai apitar as oitavas de final do brasil na copa de 2026 vai ser o romeno Kovacs 🙏🏽 espero muito por esse dia.
Wed Feb 08 15:31:50 +0000 2023,"@esdras_santos17 @Ryu_Gabu Quase foi de berço, errou o Zhonyas, atravessou a smoke, fez pegada falsa no supino, fal… https://t.co/FofZ7oED8h"
Wed Feb 08 15:24:59 +0000 2023,"RT @henriquesalmaso: não há relação direta entre o retrospecto do brasil na copa do mundo e dos times brasileiros no mundial. na copa, o br…"
Wed Feb 08 15:19:12 +0000 2023,Julio Casares revela orgulho por ter sido convocado: ''Uma honra defender as cores de uma seleção 5 vezes campeã do… https://t.co/lhFDpD4vKg
Wed Feb 08 15:10:28 +0000 2023,"@Mario_solid @MiltonBs28 @10neto Não amigo, não foi inventado o curinthias foi campeão mundial em cima do Vasco da… https://t.co/VgvnjBQGME"
Wed Feb 08 15:09:28 +0000 2023,"RT @henriquesalmaso: não há relação direta entre o retrospecto do brasil na copa do mundo e dos times brasileiros no mundial. na copa, o br…"
Wed Feb 08 15:08:24 +0000 2023,"Foram achando que já estava ganho, igual o brasil na copa 😂"
Wed Feb 08 15:08:21 +0000 2023,"@csguimaraes Que vem à cabeça:
Brasil na Copa de 2018 contra Servia.
Brasil x Espanha, 13.
São Paulo x Liverpool, 0… https://t.co/lFB9YDKpjq"
Wed Feb 08 15:02:49 +0000 2023,"não há relação direta entre o retrospecto do brasil na copa do mundo e dos times brasileiros no mundial. na copa, o… https://t.co/peZzOqGCof"
Wed Feb 08 15:02:26 +0000 2023,"@andrizek A Argentina acabou de ser campeã do Mundo.
Misturar Copa do Mundo com futebol sul-americano não tem qualquer relação."
Wed Feb 08 15:01:31 +0000 2023,"@SamCerri @BolsonaroSP @carlosjordy Sabe levar pen drive para assistir jogos da Copa do Mundo, tudo as nossas custa… https://t.co/RMpZ34BZUl"
Wed Feb 08 15:00:09 +0000 2023,"RT @Bvelzito: Se preferem normalizar o time de maior orçamento da América rodando pra saudita por ser ""realidade e nosso nível"", que tal re…"
Wed Feb 08 14:58:04 +0000 2023,@Botafogo Jura??? Kkkkkk .... Botafogo zoando o Flamengo é o mesmo que a Austrália zoar o Brasil na Copa do Mundo 🤣
Wed Feb 08 14:56:49 +0000 2023,"Se preferem normalizar o time de maior orçamento da América rodando pra saudita por ser ""realidade e nosso nível"",… https://t.co/JxqVIKQ5iY"
Wed Feb 08 14:56:10 +0000 2023,@CurtaVermelha O Rui Costa já deu o recado a estes meninos que vão acabar no Rio Ave.. a geração campeã do mundo rebentou pelos seus egos.
Wed Feb 08 14:52:01 +0000 2023,"@andrizek Me responda Rizek se nosso nivel de futebol é esse e o da Argentina? A atual campeã do Mundo, o futebol A… https://t.co/gIiqqIvtWc"
Wed Feb 08 14:40:11 +0000 2023,"🔴 | Sérvia - Home Copa do Mundo 2022 🇷🇸

Por R$140,00
Frete Grátis! https://t.co/Wz6BWOGzzS"
Wed Feb 08 14:33:55 +0000 2023,@andrizek qual a última seleção campeã do mundo? europeia?
Wed Feb 08 14:33:42 +0000 2023,"Bora misturar seleção e clube?

A atual campeã do mundo é sul-americana.

O jogador do século é sul-americano.

O p… https://t.co/9qWCEbEj1C"
Wed Feb 08 14:28:46 +0000 2023,"@andrizek E mais: houve algum outro campeão mundial fora da Europa que não fosse sul-americano? 

O último campeão… https://t.co/W9SHgXwBLa"
Wed Feb 08 14:16:58 +0000 2023,@andrizek Lembrando que a atual campeã do mundo é sul-americana
Wed Feb 08 14:05:37 +0000 2023,"@andrizek O pior da notícia  sobre Daniel Alves é que os jornalistas iniciam o texto exaltando os prêmios,  as part… https://t.co/TLtLQgCVoG"
Wed Feb 08 14:00:47 +0000 2023,"@rf_fred @fabiojusttino ""tImE cEm nEiumA iSprEsSaUm"". 

Meu. Deus. 

O Al-Hillal é o time mais tradicional e vitori… https://t.co/bKu3E0ZS6h"
Wed Feb 08 13:56:22 +0000 2023,Estou sentindo um São Bernardo X Brasil na Copa do Brasil .....
Wed Feb 08 13:45:45 +0000 2023,@MPF_PGR ainda existe ??? Não era o Randolfe que tinha tomado pra si está competência ??? 🤡 A omissão de vcs será a… https://t.co/RbENP5meHs
Wed Feb 08 13:33:29 +0000 2023,"Defante foi ver o Brasil na copa: eliminado
Defante foi ver o Flamengo no mundial: eliminado

Por favor não deixem… https://t.co/f68Ib9A1bp"
Wed Feb 08 13:03:44 +0000 2023,Campeonato Brasileiro deixou de ter mata-mata e nunca mais foi campeão. Campeonato Argentino voltou a ter mata-mata… https://t.co/va19UHZ4Ge
Wed Feb 08 13:01:21 +0000 2023,"Preocupados com Arrascaeta na seleção do Uruguai, esqueceram de pedir o Renato Augusto e mais alguns na seleção do… https://t.co/Wze61OP0l1"
Wed Feb 08 12:51:27 +0000 2023,"@abel_ism Eu acho, mano. É igual o Brasil na copa. Qualquer coisa que não for o título é inadmissível. E a gente pe… https://t.co/BeFdyyOPfq"
Wed Feb 08 12:46:25 +0000 2023,"@joaoslb_1904 não apaga o facto de o teu pais ter perdido contra Marrocos, uma seleção bem mais fraca em termos de… https://t.co/tQsLDd6EFT"
Wed Feb 08 12:42:24 +0000 2023,"@brunoformiga Acho vexame sim! Não por perder, mas por desconsiderar o adversário! Parece q o Flamengo não conhecia… https://t.co/5AXKWoN76O"
Wed Feb 08 12:41:53 +0000 2023,"@joaodamoedo Derrota do Brasil, seu canalha. Vocês sabem muito bem disso."
Wed Feb 08 12:04:07 +0000 2023,"RT @Eulavomeucarv: Casimiro transmitiu os jogos do Brasil na Copa, perdeu.
Transmitiu o jogo do Flamengo hoje, perdeu.
Atenção, torcedor do…"
Wed Feb 08 12:00:58 +0000 2023,"discordo demaaaaaais
esse time do al-hilal é um time bom pô
a craque do time botou a campea do mundo pra mamar kkkk… https://t.co/Vtsbk6mZ6H"
Wed Feb 08 11:46:42 +0000 2023,@paulo_hfr @Amandavettorazz Na realidade é sim. Você precisa pegar contexto de época e coisas do tipo. São Paulo é… https://t.co/1u6SguBstO
Wed Feb 08 11:38:01 +0000 2023,"Às vezes o ""azar"" é ""sorte"". Perdi o ônibus por causa de 4 minutos (sim, o tempo que lascou o Brasil na copa), mas… https://t.co/maeyfxZPzR"
Wed Feb 08 10:58:22 +0000 2023,Brasil na copa https://t.co/14rFnUEPZT
Wed Feb 08 10:56:00 +0000 2023,"@sxavierfilho então só perdeu por isso..flamengo nunca perde e joga menos né..é o vento,é o juiz..só rindo mesmo..s… https://t.co/PHSGmR9dMC"
Wed Feb 08 10:42:43 +0000 2023,@roxmo Cara!! Então sou altamente preconceituoso contra o futebol pernambucano porque depois de assistir aos jogos… https://t.co/YADZT74eHT
Wed Feb 08 09:44:27 +0000 2023,@SportsCenterBR Santos e Barça pode ter sido baile agora vexame... ? Ali era simplesmente a base da Espanha campeã… https://t.co/I354e88hl0
Wed Feb 08 09:26:01 +0000 2023,@goncalo_diass17 Será sempre recordado pelo golaço à campeã do mundo
Wed Feb 08 08:12:39 +0000 2023,Sinto que flamenguista vive o último jogo do Brasil na copa todos os dias
Wed Feb 08 06:25:27 +0000 2023,"@andrizek Na hora de reclamar que ele era péssimo pro Brasil na copa todo mundo soube se posicionar, já agora, nenh… https://t.co/jU4r3nVw5V"
Wed Feb 08 06:14:05 +0000 2023,"RT @brasil_wood: Até 1983, as mulheres [POR LEI] eram proibidas de jogar de futebol.

Além da desigualdade de gênero da época, quando a est…"
Wed Feb 08 06:11:22 +0000 2023,"Superei ficante, superei ex, superei a eleição do Lula, superei a eliminação do Brasil na copa, mas essa eliminação… https://t.co/4wwc3DhXf9"
Wed Feb 08 05:22:24 +0000 2023,"@mahagess PERCEBI Q TODA MERDA Q ACONTECE COM UM TIME É PQ TU TORCE PRA ELE

BRASIL NA COPA
MARROCOS NA COPA
FLAMEN… https://t.co/8cYGYLm7zt"
Wed Feb 08 05:20:39 +0000 2023,"gostaria de desabafar eu ja fui flamenguista, corinthiana e torcedora do bahia, agr só torço pro Brasil na copa do mundo msm"
Wed Feb 08 04:59:05 +0000 2023,"RT @brasil_wood: Até 1983, as mulheres [POR LEI] eram proibidas de jogar de futebol.

Além da desigualdade de gênero da época, quando a est…"
Wed Feb 08 04:22:37 +0000 2023,"RT @brasil_wood: Até 1983, as mulheres [POR LEI] eram proibidas de jogar de futebol.

Além da desigualdade de gênero da época, quando a est…"
Wed Feb 08 04:17:40 +0000 2023,"@glauvascon @LeoJaime @TNTSportsBR O Al-Hilal não é tão fácil como alguns pensam, é o Brasil da Ásia.  Ele ganhou 8… https://t.co/2eidNWVF3I"
Wed Feb 08 03:44:48 +0000 2023,RT @Pheuzzzz: @ManoelJr000 @futebol_info @fifaworldcup_pt E esse dançarino foi o artilheiro do Brasil na copa. Pedro entrou e não mostrou s…
Wed Feb 08 03:31:56 +0000 2023,@AngelBaldo13 Verdade a última seleção campeã do mundo e Europeia vai gostar de falar bobagem misericórdia e ainda… https://t.co/kPimqzXSM7
Wed Feb 08 03:20:32 +0000 2023,@brunoformiga O sarrafo na América do Sul deve estar lá no alto sempre. Afinal a Argentina é a atual campeã do mundo...
Wed Feb 08 03:08:53 +0000 2023,@RodolfoJornali1 O elenco é praticamente a base da Arábia Saudita que ganhou a campeã do mundo na Copa. Como eu dis… https://t.co/uc6jkpbJ3S
Wed Feb 08 02:54:22 +0000 2023,"""Al-Hilal ganhou, Deu zebra""
Mano, que zebra Vey? 9 dos cara que jogaram de titular hoje tavam em campo contra a Ar… https://t.co/bxfEGGxfEX"
Wed Feb 08 02:52:44 +0000 2023,"@flanatyca @SportsCenterBR Outro patamar: cantar provocação antes do tempo, envergonhar o Brasil na Copa do Mundo d… https://t.co/neefdrDmum"
Wed Feb 08 02:47:07 +0000 2023,"RT @brasil_wood: Até 1983, as mulheres [POR LEI] eram proibidas de jogar de futebol.

Além da desigualdade de gênero da época, quando a est…"
Wed Feb 08 02:42:20 +0000 2023,"@Davidsch1981 @TiagoSalazar frança, campeã do mundo em 98,  só foi pra copa pq era país sede (não se classificava p… https://t.co/tDxGSSN2dD"
Wed Feb 08 02:32:06 +0000 2023,"Segundo mundial que o Gabigol que todos pediam na Copa do mundo não joga bem , faz parte acontece,  mas assim como… https://t.co/jphiZaFZWQ"
Wed Feb 08 02:31:58 +0000 2023,"@alberidias Não.
Nem de longe.
O Mazembe era um clube semi-amador, de um país devastado pela Guerra, AIDS é Ebola.… https://t.co/TzfrSVu9eD"
Wed Feb 08 02:16:09 +0000 2023,A retranca do Pouso Alegre contra o Cruzeiro no campeonato mineiro tá melhor que a do Brasil na Copa do Mundo contra a Croácia.
Wed Feb 08 02:14:59 +0000 2023,@paposfut @_annallia Ganharam da Argentina atual campeã do mundo
Wed Feb 08 02:10:39 +0000 2023,"@fefuxribeiro Eu não preciso escalar time alternativo para passar vergonha na copa nacional, o time titular faz iss… https://t.co/d369ciYmFR"
Wed Feb 08 02:01:43 +0000 2023,@paposfut @_annallia Time quase todo joga na Arábia Saudita q ganhou da seleção campea do mundo. Mais humilhante si… https://t.co/bERPF7nIAh
Wed Feb 08 02:01:06 +0000 2023,"RT @brasil_wood: Até 1983, as mulheres [POR LEI] eram proibidas de jogar de futebol.

Além da desigualdade de gênero da época, quando a est…"
Wed Feb 08 01:56:36 +0000 2023,"RT @brasil_wood: Até 1983, as mulheres [POR LEI] eram proibidas de jogar de futebol.

Além da desigualdade de gênero da época, quando a est…"
Wed Feb 08 01:55:10 +0000 2023,"RT @brasil_wood: Até 1983, as mulheres [POR LEI] eram proibidas de jogar de futebol.

Além da desigualdade de gênero da época, quando a est…"
Wed Feb 08 01:54:54 +0000 2023,"@TraderMarcoCost @CabineSport Argentina campeã do mundo e Portugal a cair para Marrocos... 

Cuidado com as análises emocionais! 😉👍"
Wed Feb 08 01:44:06 +0000 2023,Eu ainda n posso acreditar q a Argentina saiu da seca antes q o Brasil na copa do mundo
Wed Feb 08 01:43:22 +0000 2023,"RT @brasil_wood: Até 1983, as mulheres [POR LEI] eram proibidas de jogar de futebol.

Além da desigualdade de gênero da época, quando a est…"
Wed Feb 08 01:34:37 +0000 2023,"RT @DanPinheiroFoto: A ex-BBB @fanipacheco arrasou em um dos jogos da copa do Mundo em evento realizado no Jóquei, no Rio de Janeiro.
#Fani…"
Wed Feb 08 01:30:17 +0000 2023,RT @diogosaraivas: E essas artes que fiz para uma propaganda da Betano na Copa do Mundo 2022?? Ficou irado demais o resultado final! Fiz as…
Wed Feb 08 01:24:43 +0000 2023,"A derrota do Brasil 🇧🇷 na copa do mundo, e a do Flamengo para o Hilal demonstra a total decadência do futebol brasileiro!"
Wed Feb 08 01:20:38 +0000 2023,RT @rborgin: kelis e eu em icarai vendo o jogo do brasil na copa foi exatamente assim
Wed Feb 08 01:16:22 +0000 2023,não tinha nem superado a eliminação do Brasil na copa aí vem o Flamengo e faz isso 😭
Wed Feb 08 01:16:10 +0000 2023,"@PVC @UOLEsporte @UOL Acho que você parte de uma generalização traiçoeira, pois não podemos nos esquecer que a Arge… https://t.co/hDKZNWhYAr"
Wed Feb 08 01:09:41 +0000 2023,"RT @PELEJA: Antes de ser o carrasco do Flamengo, Salem Aldawsari já havia derrotado a Argentina campeã do Mundo na estreia da Copa.

Mundia…"
Wed Feb 08 01:08:00 +0000 2023,kelis e eu em icarai vendo o jogo do brasil na copa foi exatamente assim https://t.co/NmhIBqEx7H
Wed Feb 08 01:05:03 +0000 2023,"@derflecha Igual ao brasil na copa, antes e sem vexame dói menos"
Wed Feb 08 00:58:00 +0000 2023,"RT @brasil_wood: Até 1983, as mulheres [POR LEI] eram proibidas de jogar de futebol.

Além da desigualdade de gênero da época, quando a est…"
Wed Feb 08 00:55:06 +0000 2023,Mas a flatt já seria campeã do mundo se fizesse parte da diretoria 🤣 https://t.co/vowzNl0dHy
Wed Feb 08 00:52:12 +0000 2023,Mas aí usam o argumento que a atual seleção campeã do mundo é sul-americana porém todos jogadores da seleção ou a m… https://t.co/uWdkfwoH7j
Wed Feb 08 00:51:22 +0000 2023,"@baldforddanes75 @marcosviniDev @matt_10969 @TNTSportsBR Ms pera ai pow, é assim com as principais potência no fute… https://t.co/yD04LnBRB6"
Wed Feb 08 00:41:04 +0000 2023,"Não é porque é comum que deixa de ser vergonhoso, é igual as eliminações do Brasil na Copa do Mundo depois do Penta https://t.co/OiGpTRJIdV"
Wed Feb 08 00:40:24 +0000 2023,@luiz23919977 @dna_blaugrana @mundodeportivo Carrasco: Um jogador no máximo mediano que não joga bem faz quase dois… https://t.co/wH5lNs9UM0
Wed Feb 08 00:32:58 +0000 2023,@backznX @avgofc @TheRadioativo e ainda bate na campeã do mundo
Wed Feb 08 00:27:57 +0000 2023,@futebol_info O Galvão citou várias copas do mundo e várias situações pra tentar insinuar que a derrota do Flamengo… https://t.co/RI711OeA8C
Wed Feb 08 00:25:18 +0000 2023,"RT @rbgoiania: Depois de defender o Brasil na Copa Davis, tenista joga em Córdoba, Buenos Aires, o Rio Open e em Santiago

https://t.co/T84…"
Wed Feb 08 00:22:36 +0000 2023,Rei Charles vai ver uma seleção inglesa campeã do mundo! 🏴󠁧󠁢󠁥󠁮󠁧󠁿 😎👑 https://t.co/GlVupnrP02
Wed Feb 08 00:20:41 +0000 2023,marrocos melhor q brasil na copa e nos clubes tbm ent kkkkk
Wed Feb 08 00:19:09 +0000 2023,"@clevsousa5 @outrosrfelipe @brunoformiga Se ele era bom pra ser o cara do Brasil na Copa, ele deveria fazer a difer… https://t.co/4o6keGpjGD"
Wed Feb 08 00:16:40 +0000 2023,"@gustavodocesar @boliviazica @brunoformiga Eles não são bobos, até pq contratam estrangeiros de qualidade e os próp… https://t.co/f9Ym59CgYS"
